gene,num_isoforms,top_predicted_isoforms,avg_pred_total,avg_true_total
ENSG00000277747,1,ENST00000615272,7.65061616897583,20.433332443237305
ZNF695,5,"ENST00000487338, ENST00000339986, ENST00000479214",7.6487579345703125,18.356666564941406
GAS8-AS1,2,"ENST00000623094, ENST00000408886",7.646481037139893,22.183334350585938
TAF5L,2,"ENST00000366674, ENST00000258281",7.645965099334717,13.34333324432373
TCEAL6,2,"ENST00000372774, ENST00000372773",7.6406378746032715,83.4866714477539
FAM78A,2,"ENST00000372271, ENST00000372269",7.640053749084473,53.866668701171875
ENSG00000287044,1,ENST00000659932,7.639278888702393,18.023332595825195
ENSG00000267638,1,ENST00000585899,7.636775493621826,49.16666030883789
ENSG00000269374,1,ENST00000600255,7.6359992027282715,24.549999237060547
PCNPP1,1,ENST00000552501,7.6337175369262695,23.0766658782959
ZNF585A,5,"ENST00000588354, ENST00000588723, ENST00000356958",7.6283464431762695,18.163333892822266
ENSG00000226798,1,ENST00000397864,7.628291606903076,30.15999984741211
ENSG00000289356,1,ENST00000685669,7.62803316116333,24.636667251586914
ENSG00000204850,1,ENST00000377652,7.623680591583252,12.643333435058594
ENSG00000288695,3,"ENST00000679707, ENST00000680700, ENST00000679351",7.62230110168457,82.68001556396484
MIR4723,1,ENST00000585070,7.620182514190674,16.19333267211914
ENSG00000255402,1,ENST00000530667,7.615671157836914,41.75000762939453
NDUFB4P1,1,ENST00000462398,7.615167617797852,12.166666984558105
LRRC37A6P,4,"ENST00000574795, ENST00000284414, ENST00000575554",7.611634254455566,66.836669921875
ENSG00000276294,1,ENST00000612475,7.611171245574951,16.559999465942383
ENSG00000279085,1,ENST00000623888,7.610313892364502,17.00666618347168
OSTC,5,"ENST00000505745, ENST00000512478, ENST00000361564",7.608768939971924,71.38667297363281
ENSG00000280604,1,ENST00000626237,7.607429027557373,11.16333293914795
LOXL1,4,"ENST00000566530, ENST00000261921, ENST00000567675",7.603668212890625,15.513333320617676
LINC02252,1,ENST00000565706,7.602102279663086,12.65333366394043
ENSG00000269839,1,ENST00000600135,7.596103668212891,17.06999969482422
KARS1P2,1,ENST00000415696,7.590948104858398,19.3700008392334
ENSG00000263612,1,ENST00000583427,7.586901664733887,10.770000457763672
PHGR1,2,"ENST00000560745, ENST00000448599",7.585089683532715,135.27000427246094
MIR184,1,ENST00000384962,7.584139823913574,8.41333293914795
PRAMEF28P,1,ENST00000610289,7.580589771270752,21.90333366394043
HNRNPH3,8,"ENST00000265866, ENST00000467249, ENST00000481819",7.580150127410889,141.7100067138672
ENSG00000203437,1,ENST00000366255,7.580106735229492,31.299999237060547
ENSG00000288868,1,ENST00000685605,7.579984664916992,40.12000274658203
IER3-AS1,3,"ENST00000702432, ENST00000607333, ENST00000693016",7.579858779907227,13.350000381469727
ENSG00000223602,1,ENST00000438758,7.579006195068359,18.383333206176758
ENSG00000272719,1,ENST00000609813,7.577634334564209,11.710000038146973
RNA5S10,1,ENST00000363040,7.572752952575684,17.71666717529297
COX15,3,"ENST00000497381, ENST00000370483, ENST00000016171",7.572233200073242,25.369998931884766
KCNIP4,8,"ENST00000515373, ENST00000512102, ENST00000509207",7.5717082023620605,24.75
ZNF281,3,"ENST00000367352, ENST00000294740, ENST00000367353",7.565241813659668,112.76333618164062
NOS2P1,2,"ENST00000583179, ENST00000580780",7.563745498657227,46.97666549682617
ENSG00000289265,1,ENST00000692287,7.562559604644775,12.90666675567627
RNU6-418P,1,ENST00000384035,7.560999393463135,17.80666732788086
RN7SL429P,1,ENST00000479090,7.560935020446777,67.97666931152344
ENSG00000255413,1,ENST00000534017,7.559675216674805,21.56333351135254
ENSG00000224814,1,ENST00000439336,7.559274196624756,84.38999938964844
ENSG00000257900,1,ENST00000546784,7.558663845062256,17.459999084472656
ENSG00000287150,1,ENST00000653640,7.558295249938965,14.869999885559082
LINC01303,2,"ENST00000508827, ENST00000668001",7.55810546875,41.35333251953125
H3C10,1,ENST00000369163,7.557819843292236,25.780000686645508
NUP210P3,1,ENST00000506964,7.5556769371032715,16.71666717529297
ENSG00000269711,1,ENST00000597959,7.555107593536377,135.0633087158203
ENSG00000272516,1,ENST00000606988,7.554299354553223,19.56999969482422
ENSG00000275805,1,ENST00000615734,7.553565979003906,66.3600082397461
ENSG00000265218,3,"ENST00000584959, ENST00000577938, ENST00000584131",7.549822807312012,18.610000610351562
ENSG00000269779,1,ENST00000595195,7.548849105834961,11.603333473205566
SPIDR,6,"ENST00000518060, ENST00000522321, ENST00000519141",7.548011779785156,23.09000015258789
BHLHE41,3,"ENST00000541271, ENST00000394326, ENST00000242728",7.547305107116699,20.899999618530273
LINC02718,4,"ENST00000668107, ENST00000533591, ENST00000667591",7.546425819396973,39.380001068115234
MIR4777,1,ENST00000583710,7.546300411224365,44.29999923706055
WASIR2,1,ENST00000527434,7.546281814575195,11.546667098999023
TPM3P2,1,ENST00000397772,7.5453782081604,14.483333587646484
ENSG00000278434,1,ENST00000612995,7.540244102478027,27.1299991607666
ENSG00000260103,2,"ENST00000568772, ENST00000563287",7.538668632507324,26.343334197998047
ENSG00000277022,1,ENST00000617473,7.537135601043701,71.77334594726562
ATXN7,12,"ENST00000643464, ENST00000522345, ENST00000650280",7.536625385284424,42.163333892822266
MIR140,1,ENST00000385282,7.536449432373047,49.443336486816406
KCND3-AS1,3,"ENST00000419258, ENST00000441125, ENST00000427471",7.535146713256836,17.31333351135254
ENSG00000271421,1,ENST00000603950,7.53474760055542,38.599998474121094
LINC00485,1,ENST00000547179,7.5335564613342285,17.866666793823242
ENSG00000266924,1,ENST00000587174,7.53244161605835,49.869998931884766
ENSG00000281732,3,"ENST00000630584, ENST00000625694, ENST00000626321",7.5318427085876465,110.56000518798828
LINC02932,2,"ENST00000418395, ENST00000664526",7.530640602111816,17.763334274291992
ENSG00000274214,1,ENST00000619964,7.5294952392578125,18.566667556762695
ENSG00000257548,1,ENST00000547679,7.523623943328857,44.56334686279297
ENSG00000288728,1,ENST00000687417,7.522709846496582,9.023333549499512
SREK1IP1,1,ENST00000510616,7.520650863647461,13.956666946411133
MIR23AHG,1,ENST00000587762,7.520090103149414,23.163333892822266
C16orf74,3,"ENST00000602583, ENST00000284245, ENST00000602675",7.518320083618164,21.993331909179688
WIPF3,1,ENST00000242140,7.516085624694824,14.516666412353516
ENSG00000255351,1,ENST00000526867,7.516061305999756,13.130000114440918
ENSG00000230687,1,ENST00000412357,7.513975620269775,26.393333435058594
ENSG00000283423,1,ENST00000637882,7.512717247009277,19.71666717529297
ENSG00000230929,1,ENST00000490423,7.511800289154053,26.373332977294922
PPP1R3C,1,ENST00000238994,7.510199546813965,10.693333625793457
ZNF830,2,"ENST00000578339, ENST00000361952",7.5083513259887695,137.83999633789062
RNU6-343P,1,ENST00000364709,7.506575584411621,77.58999633789062
SEH1L,4,"ENST00000587761, ENST00000262124, ENST00000590032",7.506446838378906,19.94999885559082
LINC02810,4,"ENST00000669051, ENST00000653706, ENST00000430540",7.503837585449219,42.203330993652344
GSTA4,6,"ENST00000486559, ENST00000457564, ENST00000370963",7.5036301612854,28.880001068115234
ROR2,6,"ENST00000375708, ENST00000546883, ENST00000550066",7.502974033355713,14.333332061767578
RHOQ,3,"ENST00000482449, ENST00000465198, ENST00000494370",7.5010576248168945,39.586666107177734
ENSG00000240752,1,ENST00000474387,7.497737407684326,44.01333236694336
LINC00974,1,ENST00000456403,7.497711658477783,70.6500015258789
RPL29P25,1,ENST00000465069,7.494655609130859,76.2466812133789
NMNAT1P2,1,ENST00000435192,7.493851661682129,26.293333053588867
IDSP1,1,ENST00000324799,7.493067264556885,30.49333381652832
ENSG00000278419,1,ENST00000441377,7.491869926452637,11.016666412353516
ENSG00000272141,1,ENST00000606993,7.488438129425049,31.829999923706055
EVA1A,8,"ENST00000233712, ENST00000393913, ENST00000485891",7.484701633453369,57.459999084472656
TRIM29,11,"ENST00000524664, ENST00000524816, ENST00000627238",7.483459949493408,23.876667022705078
ENSG00000287607,1,ENST00000654923,7.48164701461792,13.646666526794434
RNU6-1168P,1,ENST00000390831,7.480465412139893,20.78333282470703
ENSG00000239041,1,ENST00000458863,7.480009078979492,18.25666618347168
ENSG00000223669,1,ENST00000430184,7.479557514190674,13.946666717529297
CRTC1,4,"ENST00000338797, ENST00000601916, ENST00000594658",7.479499340057373,39.22999954223633
H4C15,2,"ENST00000621520, ENST00000579512",7.479492664337158,25.633333206176758
TSPAN8,7,"ENST00000546561, ENST00000393330, ENST00000549421",7.479045867919922,62.55333709716797
MIR497HG,1,ENST00000572453,7.477412700653076,20.013334274291992
MYOCOS,5,"ENST00000636697, ENST00000637642, ENST00000637303",7.477164268493652,125.84333038330078
CA4,4,"ENST00000585705, ENST00000587265, ENST00000590203",7.476896286010742,14.846667289733887
ENSG00000250244,1,ENST00000508950,7.476583480834961,31.05666732788086
MIR320B1,1,ENST00000390209,7.4761457443237305,16.773332595825195
NEK2,2,"ENST00000366999, ENST00000462283",7.475881576538086,19.25
ENSG00000215464,1,ENST00000396982,7.474676132202148,21.303333282470703
UBE2E1-AS1,1,ENST00000426702,7.4745192527771,12.313333511352539
ENSG00000288051,1,ENST00000660995,7.469509124755859,9.0
FOXK1,3,"ENST00000460979, ENST00000328914, ENST00000496023",7.469120979309082,77.6433334350586
CASP12,4,"ENST00000613512, ENST00000417998, ENST00000494737",7.467885971069336,23.68000030517578
RCVRN,2,"ENST00000226193, ENST00000570909",7.466209888458252,22.059999465942383
PTK2B,12,"ENST00000522517, ENST00000521000, ENST00000519650",7.465188026428223,57.69333267211914
STEAP2-AS1,2,"ENST00000433534, ENST00000478318",7.464913845062256,23.946666717529297
NOVA2,3,"ENST00000596784, ENST00000676183, ENST00000599462",7.462591648101807,16.10666847229004
CCSER2,9,"ENST00000494144, ENST00000466105, ENST00000480006",7.45967960357666,14.453333854675293
PRRC2B,6,"ENST00000683161, ENST00000684694, ENST00000684112",7.4593000411987305,20.489999771118164
CDHR1,2,"ENST00000623399, ENST00000624091",7.458693027496338,13.779999732971191
RBM34,8,"ENST00000486751, ENST00000408888, ENST00000475960",7.453254222869873,19.983333587646484
ENSG00000272505,1,ENST00000606115,7.451507091522217,29.073333740234375
ENSG00000233256,1,ENST00000448272,7.451093673706055,22.139999389648438
FAM217B,4,"ENST00000360816, ENST00000358293, ENST00000469084",7.449496269226074,45.52333068847656
HNRNPH1P2,1,ENST00000396845,7.445781230926514,78.22000885009766
CCDC185,1,ENST00000366875,7.444777011871338,11.59333324432373
ADGRA1-AS1,5,"ENST00000654383, ENST00000658362, ENST00000444433",7.444064140319824,58.073333740234375
ENSG00000233264,1,ENST00000454684,7.441920757293701,12.199999809265137
OR7E37P,1,ENST00000421076,7.441368579864502,11.010000228881836
RN7SKP45,1,ENST00000363509,7.440462112426758,36.38333511352539
FAM138B,2,"ENST00000432583, ENST00000446648",7.440089225769043,50.709999084472656
ENSG00000271623,1,ENST00000603787,7.439576148986816,28.02666664123535
REXO1L5P,1,ENST00000622260,7.439243316650391,52.953330993652344
SPACA5B,1,ENST00000304270,7.43670654296875,9.369999885559082
ENSG00000257329,1,ENST00000549888,7.434532165527344,13.896666526794434
ENSG00000250406,1,ENST00000669995,7.434460639953613,10.966666221618652
RLBP1,3,"ENST00000564388, ENST00000567787, ENST00000563254",7.4315056800842285,57.366661071777344
KRTAP4-1,1,ENST00000398472,7.428114414215088,16.863332748413086
HLCS-AS1,2,"ENST00000637940, ENST00000430068",7.427318096160889,18.82333755493164
ENSG00000227556,1,ENST00000419107,7.426318168640137,191.8066864013672
JADRR,1,ENST00000626286,7.424719333648682,10.24666690826416
LARP1BP2,1,ENST00000486594,7.423997402191162,131.96331787109375
FKBP7,2,"ENST00000470945, ENST00000692292",7.42331075668335,30.446666717529297
ENSG00000226396,1,ENST00000457263,7.422236919403076,14.09333324432373
TIPARP-AS1,2,"ENST00000664429, ENST00000463449",7.414933204650879,15.190000534057617
ZNF92,2,"ENST00000357512, ENST00000328747",7.414741039276123,14.260000228881836
RSL24D1P8,1,ENST00000434442,7.411192893981934,38.74333190917969
R3HDML-AS1,2,"ENST00000430481, ENST00000438702",7.409882545471191,65.1433334350586
ENSG00000260007,3,"ENST00000637888, ENST00000562767, ENST00000637054",7.403301239013672,18.836668014526367
ENSG00000258230,1,ENST00000552036,7.403022289276123,11.09000015258789
OR4A48P,1,ENST00000531359,7.401665687561035,104.96333312988281
ENSG00000274227,1,ENST00000614212,7.40093994140625,11.303333282470703
H2BC1,1,ENST00000274764,7.399291038513184,16.8799991607666
IRX2,2,"ENST00000382611, ENST00000302057",7.397672653198242,35.313331604003906
MIR4457,1,ENST00000580663,7.396482944488525,34.70000076293945
ENSG00000254861,1,ENST00000525512,7.395191192626953,37.30666732788086
ENSG00000279325,1,ENST00000625090,7.394739627838135,37.146663665771484
ENSG00000278011,1,ENST00000612250,7.393094062805176,13.683333396911621
PKD1P4,6,"ENST00000545152, ENST00000433020, ENST00000535716",7.392284393310547,21.246665954589844
SPATS1,1,ENST00000515220,7.391965389251709,43.38333511352539
PRDM10-DT,1,ENST00000530583,7.389460563659668,26.639999389648438
RNU6-1245P,1,ENST00000411130,7.389139652252197,16.64666748046875
MIR6800,1,ENST00000614963,7.385231971740723,13.366666793823242
CDC42P1,1,ENST00000456658,7.384641170501709,24.343332290649414
FOXD4L4,1,ENST00000377413,7.384514808654785,24.266666412353516
ENSG00000253183,1,ENST00000520729,7.382321834564209,15.109999656677246
DMRT3,2,"ENST00000190165, ENST00000417254",7.378880500793457,39.72999954223633
SNX18P12,1,ENST00000624821,7.378082752227783,21.22333335876465
HAUS8P1,1,ENST00000549005,7.377722263336182,39.663333892822266
LINC02917,1,ENST00000482382,7.377069473266602,29.8700008392334
ENSG00000260316,1,ENST00000564460,7.375788688659668,28.94333267211914
HIGD1AP17,1,ENST00000554576,7.375084400177002,49.573333740234375
CPLX4,2,"ENST00000587244, ENST00000299721",7.372856140136719,73.2833251953125
RNA5SP162,1,ENST00000516014,7.372649669647217,18.253334045410156
MARCKSL1,1,ENST00000329421,7.372002124786377,17.010000228881836
CD101,2,"ENST00000467588, ENST00000369470",7.371450424194336,15.436666488647461
ENSG00000288583,1,ENST00000664167,7.370477676391602,15.84000015258789
MTCO3P17,1,ENST00000443775,7.369269371032715,15.183333396911621
SMARCA2-AS1,1,ENST00000426860,7.366600036621094,46.503334045410156
ARHGAP26,13,"ENST00000461314, ENST00000469131, ENST00000475287",7.363302707672119,20.260000228881836
SMAD5,9,"ENST00000507245, ENST00000513418, ENST00000515005",7.362483978271484,65.59000396728516
MYOG,1,ENST00000241651,7.359922885894775,10.576666831970215
SYNDIG1,1,ENST00000376862,7.3585686683654785,11.823333740234375
KCNC3,4,"ENST00000376959, ENST00000474951, ENST00000670667",7.358413219451904,76.39999389648438
PPP1R16B,3,"ENST00000299824, ENST00000373331, ENST00000468265",7.3568925857543945,45.603336334228516
ENSG00000266601,1,ENST00000584276,7.354761600494385,35.3266716003418
TMX1,3,"ENST00000457354, ENST00000556683, ENST00000555574",7.352800369262695,31.5333309173584
TECRL,4,"ENST00000381210, ENST00000511356, ENST00000509536",7.352409362792969,82.62666320800781
C3orf86,4,"ENST00000416124, ENST00000634610, ENST00000636468",7.3492841720581055,24.559999465942383
OR1L3,1,ENST00000304820,7.349193572998047,127.7633056640625
CASP9,8,"ENST00000546969, ENST00000375890, ENST00000469637",7.346772193908691,20.756668090820312
KRT18P41,1,ENST00000518924,7.346306324005127,10.680000305175781
ENSG00000233424,1,ENST00000439824,7.345996856689453,37.943336486816406
TMPRSS13,7,"ENST00000525794, ENST00000526090, ENST00000524993",7.345550060272217,34.80000305175781
PAX1,1,ENST00000613128,7.345460414886475,15.973333358764648
ENSG00000270612,1,ENST00000604371,7.344826698303223,34.0099983215332
SNX15,5,"ENST00000377244, ENST00000529673, ENST00000526702",7.344160079956055,21.696666717529297
PTCHD3P2,1,ENST00000424937,7.3421125411987305,14.476666450500488
HSP90AB1,2,"ENST00000620073, ENST00000371646",7.341766357421875,34.983333587646484
MIR4746,1,ENST00000579802,7.3409104347229,116.18667602539062
ENSG00000272660,1,ENST00000610007,7.339839458465576,16.540000915527344
ENSG00000289118,1,ENST00000693377,7.338102340698242,24.579999923706055
IMPDH1P2,1,ENST00000418838,7.337740898132324,17.360000610351562
ZFP14,2,"ENST00000589280, ENST00000270001",7.3372697830200195,30.676666259765625
RPL23AP16,1,ENST00000441715,7.3369622230529785,265.9833068847656
MIR5590,1,ENST00000577826,7.336799144744873,34.31999969482422
ENSG00000170089,13,"ENST00000506082, ENST00000504756, ENST00000693614",7.336757183074951,49.606666564941406
PSG9,9,"ENST00000443718, ENST00000244293, ENST00000270077",7.336714744567871,52.0099983215332
ATP5PD,1,ENST00000580649,7.3365983963012695,34.62666702270508
SPART-AS1,4,"ENST00000655398, ENST00000488319, ENST00000493739",7.336434364318848,30.32666778564453
ENSG00000256646,8,"ENST00000442788, ENST00000677234, ENST00000676779",7.336345672607422,53.5
RN7SL338P,1,ENST00000481467,7.334359645843506,77.51667022705078
MIR3155B,1,ENST00000636544,7.332097053527832,61.13999938964844
ENSG00000243423,1,ENST00000479840,7.3320231437683105,17.1200008392334
RNF146,9,"ENST00000609447, ENST00000495188, ENST00000610153",7.329204559326172,18.476667404174805
LCN15,3,"ENST00000495223, ENST00000482511, ENST00000316144",7.326994895935059,44.71333312988281
LINC01902,4,"ENST00000636467, ENST00000637369, ENST00000700790",7.3269429206848145,16.389999389648438
ENSG00000249967,1,ENST00000370649,7.325770854949951,64.97667694091797
LINC00472,6,"ENST00000421704, ENST00000441570, ENST00000651778",7.325700283050537,16.09666633605957
TBC1D1,9,"ENST00000513936, ENST00000446803, ENST00000443855",7.321671485900879,33.586666107177734
ENSG00000235612,1,ENST00000435828,7.31793212890625,95.69332122802734
ENSG00000228084,2,"ENST00000454219, ENST00000703060",7.316316604614258,64.51333618164062
MIR32,1,ENST00000384965,7.315331935882568,66.99333190917969
ENSG00000272627,1,ENST00000608259,7.314601421356201,17.1200008392334
ENSG00000287025,1,ENST00000659408,7.312782287597656,19.013334274291992
KRT20,2,"ENST00000482529, ENST00000167588",7.312186241149902,33.986663818359375
ENSG00000261635,1,ENST00000561804,7.311254978179932,13.729999542236328
CTXN3,1,ENST00000620385,7.310462474822998,10.126667022705078
NSG2,9,"ENST00000521959, ENST00000521278, ENST00000303177",7.309210777282715,22.476667404174805
MTCO3P44,1,ENST00000510977,7.304832935333252,14.683333396911621
SPATA12,1,ENST00000334325,7.304311752319336,61.849998474121094
LINC00161,2,"ENST00000412526, ENST00000455939",7.302164554595947,16.84666633605957
ENSG00000286848,1,ENST00000472903,7.302053451538086,15.326666831970215
RPL12P43,1,ENST00000420608,7.300936698913574,54.7599983215332
RNU6-589P,1,ENST00000516485,7.300250053405762,62.426666259765625
RUFY4,7,"ENST00000374155, ENST00000495721, ENST00000463618",7.297795295715332,36.68333053588867
ENSG00000263859,1,ENST00000579981,7.2960896492004395,25.34000015258789
MIR338,1,ENST00000636369,7.296085834503174,38.306671142578125
ENSG00000254506,2,"ENST00000527374, ENST00000526526",7.295892715454102,28.656665802001953
FAM87B,1,ENST00000326734,7.294712543487549,11.483333587646484
STARD5,6,"ENST00000325346, ENST00000560916, ENST00000559913",7.294128894805908,62.62332534790039
ENSG00000238260,5,"ENST00000687047, ENST00000691868, ENST00000687651",7.293485164642334,15.219999313354492
GREM2,1,ENST00000318160,7.292809963226318,40.7400016784668
ENSG00000260255,1,ENST00000564266,7.290766716003418,34.573326110839844
BBS5,6,"ENST00000392663, ENST00000472667, ENST00000295240",7.29024076461792,35.166664123535156
ENSG00000267282,1,ENST00000585408,7.288434028625488,14.033333778381348
MEP1AP4,1,ENST00000423244,7.287298202514648,41.4033317565918
TRPC6P9,1,ENST00000511286,7.287156581878662,18.35333251953125
CCN5,5,"ENST00000497421, ENST00000372865, ENST00000190983",7.2868547439575195,28.30666732788086
LINC02279,1,ENST00000553435,7.281837463378906,933.6102294921875
FAM83F,3,"ENST00000333407, ENST00000473717, ENST00000488874",7.279540538787842,68.66000366210938
MIR3910-2,1,ENST00000636558,7.274387836456299,9.529999732971191
ENSG00000270842,1,ENST00000604332,7.273686408996582,71.45000457763672
RPL23P5,1,ENST00000414016,7.272268295288086,18.68000030517578
MIR3976HG,6,"ENST00000653194, ENST00000686698, ENST00000659973",7.269835948944092,26.139999389648438
SNRPB2,2,"ENST00000377943, ENST00000246071",7.269189834594727,11.113332748413086
ENSG00000230033,1,ENST00000427073,7.268764495849609,10.633333206176758
SYNPO2L,2,"ENST00000606523, ENST00000372873",7.268532752990723,22.583332061767578
HMGN2P10,1,ENST00000448085,7.266398906707764,23.53333282470703
LINC02846,2,"ENST00000566567, ENST00000563018",7.266312599182129,14.3100004196167
OOEP-AS1,1,ENST00000445350,7.265440464019775,27.606666564941406
MED23,1,ENST00000368060,7.2644758224487305,34.83000183105469
ENSG00000285171,9,"ENST00000642473, ENST00000645518, ENST00000645266",7.261899948120117,74.65999603271484
LYNX1-SLURP2,2,"ENST00000615007, ENST00000523332",7.261343002319336,28.183330535888672
NPM1P17,1,ENST00000479221,7.258714199066162,15.09666633605957
ENSG00000287202,1,ENST00000662962,7.257308006286621,20.18666648864746
PABPC1P3,1,ENST00000469174,7.256025314331055,20.456668853759766
WRNIP1,3,"ENST00000618555, ENST00000380771, ENST00000380769",7.255918979644775,17.51666831970215
CYP2C60P,1,ENST00000566088,7.254880428314209,22.780000686645508
ZADH2,2,"ENST00000537114, ENST00000582437",7.254399299621582,16.690000534057617
SERPINI2,6,"ENST00000461846, ENST00000465031, ENST00000476257",7.253050804138184,28.273332595825195
OR10V3P,1,ENST00000525712,7.252105236053467,8.34333324432373
PLCXD3,2,"ENST00000328457, ENST00000377801",7.251573085784912,11.313333511352539
ENSG00000286195,1,ENST00000651475,7.2498860359191895,20.440000534057617
ENSG00000274293,1,ENST00000620973,7.249621391296387,18.68666648864746
RAP1GAP2,1,ENST00000574709,7.247976779937744,13.456666946411133
CICP17,1,ENST00000418553,7.247035503387451,20.8799991607666
ENSG00000288534,2,"ENST00000674060, ENST00000674116",7.244223594665527,53.67000198364258
LINC02451,2,"ENST00000548764, ENST00000546982",7.240546226501465,92.50333404541016
ENSG00000236162,1,ENST00000452909,7.238986015319824,52.313331604003906
ENSG00000224054,1,ENST00000430261,7.238446235656738,43.81666564941406
PLCL2-AS1,1,ENST00000414844,7.237513065338135,13.976666450500488
MTRF1L,10,"ENST00000367230, ENST00000485512, ENST00000485283",7.237243175506592,263.7933349609375
ENSG00000288947,1,ENST00000684947,7.236801624298096,33.52333450317383
ENSG00000286855,1,ENST00000654246,7.233683109283447,11.979999542236328
MIR297,1,ENST00000401142,7.232309341430664,18.84000015258789
KRT82,1,ENST00000257974,7.2317609786987305,63.573333740234375
RPL7AP34,1,ENST00000416120,7.231603145599365,11.99666690826416
ENSG00000272056,1,ENST00000607407,7.2312703132629395,191.53671264648438
LINC02092,6,"ENST00000657440, ENST00000455366, ENST00000669327",7.230893611907959,18.78999900817871
NBPF19,3,"ENST00000369227, ENST00000426482, ENST00000612881",7.230217933654785,17.21666717529297
SNORA36B,1,ENST00000410438,7.228485584259033,12.826666831970215
ENSG00000235008,1,ENST00000454907,7.2253265380859375,23.3700008392334
CAB39,5,"ENST00000258418, ENST00000478152, ENST00000484398",7.224696159362793,99.01663970947266
PHOSPHO1,6,"ENST00000511066, ENST00000514112, ENST00000574638",7.223855018615723,50.77333450317383
WNT2,3,"ENST00000461427, ENST00000449446, ENST00000491214",7.221296787261963,15.613332748413086
ENSG00000287281,1,ENST00000657893,7.217802047729492,19.940000534057617
EIF4A1P4,1,ENST00000550578,7.21725606918335,15.84666633605957
ENSG00000226541,1,ENST00000421403,7.216102600097656,21.043333053588867
CFC1B,1,ENST00000619050,7.215108394622803,30.913333892822266
GRK6P1,1,ENST00000400595,7.213508129119873,13.636666297912598
ENSG00000277130,1,ENST00000619055,7.2132673263549805,31.21666717529297
MIR143,1,ENST00000385300,7.207040309906006,38.7933349609375
ELOCP28,1,ENST00000590044,7.204538345336914,24.906665802001953
CCDC112,7,"ENST00000506442, ENST00000512261, ENST00000502975",7.2034077644348145,105.92000579833984
LINC01545,2,"ENST00000377879, ENST00000618037",7.202157497406006,10.519999504089355
SLC16A4,5,"ENST00000467986, ENST00000541986, ENST00000472422",7.200697422027588,17.953332901000977
CD300C,1,ENST00000330793,7.199838161468506,14.890000343322754
LINC02059,3,"ENST00000665185, ENST00000503843, ENST00000670908",7.1992902755737305,15.103333473205566
RNU6-1043P,1,ENST00000410355,7.1975626945495605,29.676666259765625
ENSG00000253778,1,ENST00000520649,7.197365760803223,14.079999923706055
FRG1,6,"ENST00000531991, ENST00000505327, ENST00000514482",7.19675350189209,14.769999504089355
ENSG00000287818,1,ENST00000657017,7.196232795715332,206.0399932861328
RNA5SP298,1,ENST00000364991,7.19334077835083,27.906665802001953
FRG2B,2,"ENST00000425520, ENST00000443774",7.192843437194824,1453.24658203125
SRSF3P1,1,ENST00000537438,7.192015171051025,32.39666748046875
SMIM20,1,ENST00000515764,7.191176891326904,12.800000190734863
ENSG00000270533,1,ENST00000625012,7.188119411468506,23.24333381652832
AIG1,8,"ENST00000367596, ENST00000367601, ENST00000447498",7.185079097747803,27.336666107177734
ENSG00000257545,3,"ENST00000551505, ENST00000549203, ENST00000652234",7.185022354125977,39.290000915527344
PCNPP3,1,ENST00000393579,7.184237480163574,14.963333129882812
RSL24D1,6,"ENST00000565854, ENST00000677730, ENST00000562895",7.183945655822754,79.32001495361328
RPL35AP30,1,ENST00000484185,7.182715892791748,85.0966567993164
SNHG19,2,"ENST00000563192, ENST00000686899",7.180999279022217,15.266666412353516
SLC27A4,1,ENST00000372870,7.180703163146973,28.799999237060547
LINC01242,1,ENST00000629369,7.175619125366211,26.963333129882812
ENSG00000258760,2,"ENST00000555736, ENST00000553754",7.172469139099121,34.056663513183594
CYB5AP2,1,ENST00000379462,7.171966075897217,15.84000015258789
ENSG00000275948,1,ENST00000616984,7.1713128089904785,16.170000076293945
ZNF347,5,"ENST00000599096, ENST00000597183, ENST00000452676",7.170108795166016,13.583333969116211
LIPT1,6,"ENST00000393471, ENST00000651691, ENST00000449211",7.1691765785217285,21.049997329711914
ENSG00000280011,1,ENST00000624215,7.168532848358154,80.86331176757812
NEU3,3,"ENST00000531619, ENST00000534628, ENST00000532963",7.167229652404785,19.559999465942383
ENSG00000275024,1,ENST00000622689,7.165969371795654,11.773333549499512
MYRF-AS1,3,"ENST00000244906, ENST00000536405, ENST00000541891",7.164701461791992,47.833335876464844
ENSG00000275773,1,ENST00000622616,7.164414882659912,13.803333282470703
ENSG00000254227,1,ENST00000523525,7.163802146911621,18.116666793823242
MIR3146,1,ENST00000580367,7.163474082946777,54.54999923706055
KLHDC8B,1,ENST00000332780,7.16227388381958,44.09000015258789
DPF3,13,"ENST00000381216, ENST00000556891, ENST00000556238",7.159360408782959,30.746667861938477
CAPZA1P1,1,ENST00000449217,7.159237384796143,31.876667022705078
COMMD3-BMI1,3,"ENST00000463409, ENST00000602395, ENST00000489125",7.159203052520752,14.723333358764648
FAM151A,2,"ENST00000302250, ENST00000371304",7.158914566040039,15.75333309173584
CASC20,1,ENST00000415932,7.158514976501465,9.956666946411133
ILRUNP1,1,ENST00000453101,7.158255100250244,16.073333740234375
ENSG00000289921,1,ENST00000701743,7.157954692840576,12.89666748046875
SNORA63C,1,ENST00000364578,7.157263278961182,17.206666946411133
ENSG00000287488,1,ENST00000662153,7.155908107757568,35.72999954223633
ENSG00000276563,1,ENST00000613288,7.155755996704102,51.91999816894531
ENSG00000250189,1,ENST00000515103,7.155653476715088,15.176666259765625
ZNF860,1,ENST00000360311,7.155545234680176,13.149999618530273
